place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Ruwanweli Maha Seya,Stupa,122,15,145,282,neutral,0.78,Beautiful and peace full place.It is one of the inportant temples os Sri Lanka.The Dagoba is located in a park.,899,0.3136818687430478,29,1.7386496439141066,0.5453828693924117,0.4253986381260811
Ruwanweli Maha Seya,Buddha statue,18,4,50,72,neutral,0.766,"as it is supposed to have the most amount of Lord Buddhas relics.This stupa is also one of the tallest monuments of the world.Very well maintained.A must see for all,",899,0.08008898776418243,47,1.255797872190522,0.10057558042015305,0.07704089460183723
Ruwanweli Maha Seya,Temple,33,4,47,84,neutral,0.777,Beautiful and peace full place.It is one of the inportant temples os Sri Lanka.The Dagoba is located in a park.,899,0.09343715239154617,76,0.7752121336142496,0.07243361426429029,0.056280918283353555
Ruwanweli Maha Seya,Ancient ruins,9,1,23,33,neutral,0.759,"This is calling as Stupa and Dagoba in sinhalees "" Chaithya "" around this shrine can see many kind of old ruins with interesting stories.",899,0.03670745272525028,23,1.9704512579714308,0.07233024639939624,0.05489865701714174
Ruwanweli Maha Seya,Elephants,8,1,17,26,neutral,0.765,"Impressive and enormous white Dagoba, approached along a long, straight path that leads you first to a protective wall with a huge array of elephants plaster heads.",899,0.028921023359288096,33,1.6094379124341003,0.04654659146083048,0.03560814246753532
Samadhi Statue,Sculptures,42,1,37,80,positive,0.785,A Beautiful Sculpture.,190,0.42105263157894735,55,1.0986122886681098,0.4625735952286778,0.3631202722545121
Samadhi Statue,Buddha statue,28,2,30,60,neutral,0.797,"A beautiful, unusual & serene sculpture depicting the bliss of ""Nirvana"" by Lord Buddha.",190,0.3157894736842105,47,1.255797872190522,0.3965677491127964,0.31606449604289877
Samadhi Statue,Stupa,5,0,5,10,positive,0.778,"After visiting the buzzing sites of the big dagobas and stupas all day, you may appreciate the peaceful setting of this sacred site.",190,0.05263157894736842,29,1.7386496439141066,0.09150787599547928,0.07119312752448288
Samadhi Statue,Ancient ruins,3,0,3,6,positive,0.777,7 stupa's and a convent ruin where 3500 monks lived is incredible to imagine!,190,0.031578947368421054,23,1.9704512579714308,0.06222477656751887,0.04834865139296216
Samadhi Statue,Peacefulness,28,0,0,28,positive,0.807,"A beautiful, unusual & serene sculpture depicting the bliss of ""Nirvana"" by Lord Buddha.",190,0.14736842105263157,129,0.24613306953890854,0.03627224182678652,0.02927169915421672
Samudra Parakrama,Sunset view,7,0,0,7,positive,0.869,Sitting and watching infront of the lake at sunset is really wonderful.Do not use liquor since the police are always watching nearby.,25,0.28,44,1.3217558399823195,0.3700916351950495,0.321609630984498
Samudra Parakrama,Scenic view,8,0,2,10,positive,0.822,"Although we didn't come across any tourist facilities on the quiet Lake Road, in our opinion, it's still worth taking a few minutes to relax and admire the views.",25,0.4,128,0.25391520998096345,0.10156608399238538,0.08348732104174078
Samudra Parakrama,Peacefulness,8,0,0,8,positive,0.835,"Although we didn't come across any tourist facilities on the quiet Lake Road, in our opinion, it's still worth taking a few minutes to relax and admire the views.",25,0.32,129,0.24613306953890854,0.07876258225245074,0.06576675618079636
Sea Turtle Conservation Project (Koggala),Turtles,90,21,63,174,positive,0.793,I loved this place.beautiful turtles and baby turtles ready to be put in the sea.,465,0.3741935483870968,16,2.3333567516607996,0.8731270425569444,0.6923897447476569
Sea Turtle Conservation Project (Koggala),Local guide,26,3,33,62,neutral,0.752,I got to hold a baby turtle and big turtle - need I say more!Very good guide who told us a lot about the turtles and how they help them.,465,0.13333333333333333,66,0.9162907318741551,0.12217209758322067,0.09187341738258195
Sea Turtle Conservation Project (Koggala),Wildlife,20,2,26,48,neutral,0.779,"Turtle conservation a must, in this world with more place for us humans and less for the animals, projects like this are so important and need our support, worth a visit, good explanation and guided visit !",465,0.1032258064516129,54,1.1169614273363062,0.11529924411213484,0.08981811116335305
Sea Turtle Conservation Project (Koggala),Ticket price,14,3,26,43,neutral,0.762,It cost very little for such an amazing experience.,465,0.09247311827956989,94,0.5626506916305767,0.05203006395723612,0.039646908735413926
Sea Turtle Conservation Project (Koggala),Entrance fee,11,1,22,34,neutral,0.836,Entrance fee was reasonable.,465,0.07311827956989247,87,0.6400373552459969,0.04679843027605139,0.03912348771077896
Sea Turtle Farm Galle Mahamodara,Turtles,295,13,120,428,positive,0.801,Actually so good place.But when we went there one guy who is doing a shop said there is no turtle farm here.But we found the place.I need to said something for you .Don't asked anyone about the turtle farm.Call them before going for this number.,1029,0.4159378036929057,16,2.3333567516607996,0.9705312825178058,0.7773955572967626
Sea Turtle Farm Galle Mahamodara,Wildlife,74,2,37,113,positive,0.8,Amazing Creatures,1029,0.1098153547133139,54,1.1169614273363062,0.12265951534402586,0.0981276122752207
Sea Turtle Farm Galle Mahamodara,Service quality,83,5,23,111,positive,0.801,They do a great social service.,1029,0.10787172011661808,88,0.6286086594223741,0.06780909737209284,0.05431508699504637
Sea Turtle Farm Galle Mahamodara,Beach,26,2,23,51,positive,0.788,The beach also so beautiful.,1029,0.04956268221574344,64,0.9470623905409088,0.04693895230086137,0.03698789441307876
Sea Turtle Farm Galle Mahamodara,Family friendliness,42,2,25,69,positive,0.777,Its a very good place near gall fort and better place to visit with the children's.....touching sea turtles its a amazing experience.,1029,0.06705539358600583,89,0.6173091041684409,0.041393904944239474,0.03216306414167407
Seema Malakaya Temple,Temple,153,7,107,267,positive,0.789,"This is a very small but beautiful temple built on platforms over a lake - great photo opportunities here, with a gold-and-white reclining Buddha, three separate sections with statues and a stupa.",785,0.3401273885350318,76,0.7752121336142496,0.26367087856688487,0.20803632318927218
Seema Malakaya Temple,Buddha statue,33,0,37,70,neutral,0.8,"This is a very small but beautiful temple built on platforms over a lake - great photo opportunities here, with a gold-and-white reclining Buddha, three separate sections with statues and a stupa.",785,0.08917197452229299,47,1.255797872190522,0.11198197586412298,0.08958558069129839
Seema Malakaya Temple,Sculptures,28,0,22,50,positive,0.786,"This is a very small but beautiful temple built on platforms over a lake - great photo opportunities here, with a gold-and-white reclining Buddha, three separate sections with statues and a stupa.",785,0.06369426751592357,55,1.0986122886681098,0.06997530501070763,0.0550005897384162
Seema Malakaya Temple,Bridge,8,1,15,24,neutral,0.769,"But all the usual temple elements are there: image room, stupa, statuary etcThe lake also has a pleasant island reached by a suspension bridge and the top end (North) of the lake has a nice, inexpensive outdoor cafe.",785,0.030573248407643312,20,2.1102132003465894,0.06451607236728427,0.0496128596504416
Seema Malakaya Temple,Entrance fee,11,3,39,53,neutral,0.825,"My first impression was good, no entrance fee no donation..We were lucky to bump into a local wedding held in the Seema Malaka Temple, We could see how the traditional Sri lankan wedding looks like.",785,0.06751592356687898,87,0.6400373552459969,0.043212713156736096,0.03565048835430728
Seenigama Muhudu Viharaya,Temple,15,2,20,37,neutral,0.776,"very nice temple, Beautiful people had a overall lovey time.",76,0.4868421052631579,76,0.7752121336142496,0.3774059071543057,0.29286698395174127
Seenigama Muhudu Viharaya,Beach,6,1,9,16,neutral,0.776,about it and its importance whilst the other crew members waited for us (there was no rushing from their side) and took us back to shore.,76,0.21052631578947367,64,0.9470623905409088,0.19938155590334922,0.154720087380999
Seenigama Muhudu Viharaya,Hindu shrine,2,0,3,5,neutral,0.764,Lovely visit to the Kovil at the island,76,0.06578947368421052,39,1.4423838277709342,0.09489367287966671,0.07249876608006536
Seenigama Muhudu Viharaya,Scenic view,6,0,3,9,positive,0.781,"Well worth a visit, even if you dont make the trip to the island, you can still take some scenic photos from the shoreline.",76,0.11842105263157894,128,0.25391520998096345,0.03006890644511409,0.023483815933634106
Seenigama Muhudu Viharaya,Peacefulness,9,0,0,9,positive,0.804,I was frightened but when I got there it was so peaceful and all the were very friendly and helpful.,76,0.11842105263157894,129,0.24613306953890854,0.029147337182239167,0.023434459094520292
Seruwila Mangala Raja Maha Vihara,Road access,4,2,3,9,positive,0.75,A place with a long history.Roads are good.Car park ticket was Rs 50.,65,0.13846153846153847,1,5.10594547390058,0.7069770656170035,0.5302327992127526
Seruwila Mangala Raja Maha Vihara,Stupa,2,1,12,15,neutral,0.755,The Dagoba is beautiful seen early in the morning across the paddy fields with the misty in December,65,0.23076923076923078,29,1.7386496439141066,0.4012268409032554,0.30292626488195784
Seruwila Mangala Raja Maha Vihara,Temple,4,0,20,24,neutral,0.753,"Peaceful, historic temple",65,0.36923076923076925,76,0.7752121336142496,0.28623217241141524,0.21553282582579567
Seruwila Mangala Raja Maha Vihara,Hindu shrine,1,0,5,6,neutral,0.757,"carved stone door& Bootree shrine.It is an serine place and looks beautiful.In 1922 ,",65,0.09230769230769231,39,1.4423838277709342,0.13314312256347086,0.10078934378054744
Seruwila Mangala Raja Maha Vihara,Forest,1,0,4,5,neutral,0.752,Nice temple surrounding the jungle.,65,0.07692307692307693,51,1.1741198411762548,0.09031691085971191,0.06791831696650336
Sigiriya Lion Rock,Fortress,52,5,37,94,positive,0.787,"Once again, this fortress is an incredible place",1785,0.05266106442577031,9,2.908720896564361,0.1531763385305602,0.12054977842355089
Sigiriya Lion Rock,Stairs,79,43,87,209,neutral,0.777,From here its tight metal steps and no places to stop but not as bad as it looks from the bottom.,1785,0.11708683473389356,47,1.255797872190522,0.14703739792034684,0.1142480581841095
Sigiriya Lion Rock,Murals,46,4,26,76,positive,0.798,Early start and started climbing at 5.30 making it to the top for sunrise.Although dark to climb was not as tough as I thought it would be and avoided the crowds and bottlenecks on the stairs that can happen later in the day.Stunning sunrise and amazing frescoes.,1785,0.04257703081232493,11,2.70805020110221,0.11530073685365153,0.09200998800921392
Sigiriya Lion Rock,Ancient ruins,40,4,30,74,positive,0.788,"The place is very beautiful, a huge area with spectacular ruins and ponds with water, and at the end a small rock mountain with archaeological remains on the top,, A short walk along the side of the rock by some stairs, it is reached in just 5 minutes, to contemplate some beautiful ruins and beautiful views....E",1785,0.04145658263305322,23,1.9704512579714308,0.08168817540049629,0.06437028221559107
Sigiriya Lion Rock,Sunrise view,23,6,23,52,positive,0.83,Early start and started climbing at 5.30 making it to the top for sunrise.Although dark to climb was not as tough as I thought it would be and avoided the crowds and bottlenecks on the stairs that can happen later in the day.Stunning sunrise and amazing frescoes.,1785,0.029131652661064426,21,2.0614230361771577,0.060052659877429804,0.04984370769826674
Single Tree Hill,Tea plantation,13,0,11,24,positive,0.824,"It's a nice path but with hindsight I would rather start in the tea plantation and then go downwards via the road, which is easier.",138,0.17391304347826086,16,2.3333567516607996,0.40580117420187817,0.3343801675423476
Single Tree Hill,Temple,15,1,16,32,neutral,0.784,Beautiful Buddhist temple not far from the top which is worth a visit.,138,0.2318840579710145,76,0.7752121336142496,0.1797593353308405,0.14093131889937896
Single Tree Hill,Scenic view,42,1,8,51,positive,0.805,Nice trekking and a view,138,0.3695652173913043,128,0.25391520998096345,0.09383822977557345,0.07553977496933663
Single Tree Hill,Viewpoint,1,0,6,7,neutral,0.76,Nice viewpoint,138,0.050724637681159424,29,1.7386496439141066,0.08819237324201991,0.06702620366393514
Single Tree Hill,Public transport access,3,0,4,7,neutral,0.771,"We decided to stay in but when it's clear we went out and finding a free places to visit, a tuk tuk driver told us about this place, we love it.",138,0.050724637681159424,90,0.6061358035703155,0.030746019021682672,0.02370518066571734
Sinharaja Forest Reserve,Leeches,13,107,16,136,negative,0.801,"From the moment we went in to the forest, every ten minutes we would be wiping off Leeches from our legs and cleaning the blood, you have to know that when leeches start sucking your blood you dont feel a thing, when they stop thats when the blood starts to flow and you realize that you have been bitten.",1907,0.0713162034609334,8,3.0265039322207445,0.2158387702055696,0.17288685493466127
Sinharaja Forest Reserve,Forest,197,20,126,343,positive,0.793,"The entrance fee to the forest is around 600Rupees per person and we had our video camera with us so we had to pay an extra fee for it, but trust me, its totally worth it.",1907,0.17986366019926586,51,1.1741198411762548,0.2111814921465419,0.16746692327220772
Sinharaja Forest Reserve,Birds,83,10,98,191,neutral,0.766,We saw so many beautiful butterflies that were so huge that at first we thought they were birds.,1907,0.10015731515469324,40,1.4170660197866443,0.1419295279387777,0.10871801840110372
Sinharaja Forest Reserve,Waterfall,67,10,50,127,positive,0.791,"Nice waterfall, snakes, huge trees etc.",1907,0.06659674882013635,24,1.927891643552635,0.12839131553811467,0.1015575305906487
Sinharaja Forest Reserve,Local guide,136,22,101,259,positive,0.776,The guides that accompany you are really great.,1907,0.13581541688515994,66,0.9162907318741551,0.12444640773749668,0.09657041240429742
Sithulpawwa Rock Temple,Temple,38,2,31,71,positive,0.79,"If you are in the yala area its a good place to visit and if you are retuning from a morning safari in the national park there is a short cut , turning right soon after the park entrance that will bring you half way to the temple.",274,0.2591240875912409,76,0.7752121336142496,0.20087613681245153,0.1586921480818367
Sithulpawwa Rock Temple,Cave temple,6,0,8,14,neutral,0.811,Sithulpawwa rock temple has a stunning setting.,274,0.051094890510948905,8,3.0265039322207445,0.15463888704777526,0.12541213739574575
Sithulpawwa Rock Temple,Wildlife,11,5,14,30,neutral,0.785,The road to Sithulpawwa from town was not good few years back and now the roads are good and you will see some animals in their natural habitat on your way to the temple.,274,0.10948905109489052,54,1.1169614273363062,0.12229504678864667,0.09600161172908764
Sithulpawwa Rock Temple,Elephants,4,0,17,21,neutral,0.755,"The water/pond in-between the two hills, the wandering elephant, the odd dear and just the space around felt really nice.",274,0.07664233576642336,33,1.6094379124341003,0.1233510808799858,0.09313006606438927
Sithulpawwa Rock Temple,Forest,5,0,16,21,neutral,0.762,"Drive thru the thick jungle ( Yala NP ) adds a bit of a thrill & scariness to the journey, though road ends with one of the most peaceful & calm ancient Buddhist temple .Best time to visit is during dawn or dusk.",274,0.07664233576642336,51,1.1741198411762548,0.08998728709745019,0.06857031276825705
Somawathiya Chaitya,Stupa,8,1,23,32,neutral,0.762,Somawathi holds one of the only two tooth relics of Lord Buddha existing in the world.Incredible unnatural phenomena which has been accruing around the stupa .These have been witnessed by thousands of pilgrims.The remoteness of the location.,180,0.17777777777777778,29,1.7386496439141066,0.3090932700291745,0.23552907176223098
Somawathiya Chaitya,Buddha statue,9,1,25,35,neutral,0.763,Somawathi holds one of the only two tooth relics of Lord Buddha existing in the world.Incredible unnatural phenomena which has been accruing around the stupa .These have been witnessed by thousands of pilgrims.The remoteness of the location.,180,0.19444444444444445,47,1.255797872190522,0.24418291959260152,0.18631156764915496
Somawathiya Chaitya,Elephants,5,2,19,26,neutral,0.764,And had a most beautiful day there with lots of puja around the Chaithya till midnight.Saw regular elephant who visits temple premises almost every day.,180,0.14444444444444443,33,1.6094379124341003,0.23247436512937003,0.1776104149588387
Somawathiya Chaitya,Temple,11,3,21,35,neutral,0.774,"One of the best ""lost temples"" of the world where miracles are said to happen in front of your eyes.",180,0.19444444444444445,76,0.7752121336142496,0.1507356926472152,0.11666942610894457
Somawathiya Chaitya,Forest,6,0,13,19,neutral,0.769,Beautiful Buddhist temple in the Jungle,180,0.10555555555555556,51,1.1741198411762548,0.12393487212416023,0.09530591666347922
Sri Pada / Adam's Peak,Sunrise view,145,55,120,320,positive,0.834,"We found the summit amazing, and more then just the sunrise, there are multiple religions that have affiliations with this peak, and that was the most inspiring part.",1732,0.18475750577367206,21,2.0614230361771577,0.3808633785084818,0.3176400576760738
Sri Pada / Adam's Peak,Stairs,54,64,122,240,neutral,0.772,We left at 2:30am and easily made it up the top by 5:30am.I'm quite fit but I still found the last 1000 or so steps of the trek pretty hard!!!,1732,0.13856812933025403,47,1.255797872190522,0.1740135619663541,0.13433846983802536
Sri Pada / Adam's Peak,Weather condition,18,103,15,136,negative,0.769,"6-7 hours and get lots of rest whenever you feel tired.think of carrying a little back bag with you where to put a bottle of water, hot drinks and little snacks although you can find hot drinks and food in the several coffee shops all the way to the mountain`s summit.",1732,0.07852193995381063,82,0.6992262266363275,0.05490459978206729,0.04222163723240975
Sri Pada / Adam's Peak,Temple,21,22,50,93,neutral,0.778,"I did walk right to the top and walk around the temple no one stopped me or said anything to me, people where really nice, but didn't enter the temple with the footprint.",1732,0.05369515011547344,76,0.7752121336142496,0.041625131885753584,0.03238435260711629
Sri Pada / Adam's Peak,Toilets,10,8,27,45,neutral,0.778,- Toilet roll- Phone / camera (obvs!)- A portable phone charger (you don't want your battery running out when you get to the top!)- Hand Sanitiser- Sun glasses & suncream (for the way down)- A,1732,0.025981524249422634,37,1.4950275612563562,0.0388430948363372,0.030219927782670346
St Benedict's Monastery - Adisham,Church,3,1,11,15,neutral,0.761,"(+) good homemade jams, cordials and tasty fresh milk(+) scenic view(+) cheap entrance fee : 100 rupees(+ -) cute flower garden though not very big(- -) only 3 rooms can be visited in the house, doesn't include the monastery itself, doesn't include the church either...(-) no monks visible in public areas",325,0.046153846153846156,9,2.908720896564361,0.13424865676450898,0.10216322779779133
St Benedict's Monastery - Adisham,Food quality,12,0,2,14,positive,0.783,"There is a small coffee stand, in the grounds, that serves delicious take away coffee and local snacks.",325,0.043076923076923075,16,2.3333567516607996,0.10051382930231137,0.0787023283437098
St Benedict's Monastery - Adisham,Colonial architecture,5,0,10,15,neutral,0.771,Hidden in lush green and most of the time covered with mist it is a great place to visit.old colonial bungalow stands for decades with such glamour.presently handled by st.Benedict monastery.beautifully laid garden add glamour.,325,0.046153846153846156,24,1.927891643552635,0.08897961431781393,0.06860328263903454
St Benedict's Monastery - Adisham,Scenic view,50,2,17,69,positive,0.794,The place is so nice and quiet with great view.,325,0.2123076923076923,128,0.25391520998096345,0.05390815227288147,0.04280307290466789
St Benedict's Monastery - Adisham,Forest,6,1,6,13,positive,0.791,The best part was the walk up to the monastery through the forest reserve - lots of birds and beautiful old trees.,325,0.04,51,1.1741198411762548,0.046964793647050196,0.03714915177481671
St Clair's Falls,Waterfall,115,2,75,192,positive,0.794,One of the most beautiful falls in Sri Lanka,527,0.36432637571157495,24,1.927891643552635,0.702381775260163,0.5576911295565694
St Clair's Falls,Tea plantation,19,0,7,26,positive,0.841,"The busy road, from where the fall could be enjoyed, is quite narrow and visitors who stop by are advised to exercise caution when enjoying the lovely scenery surrounded by the green tea estates.",527,0.04933586337760911,16,2.3333567516607996,0.115118169911159,0.09681438089528471
St Clair's Falls,Viewpoint,14,0,22,36,neutral,0.802,"You can have a good view from the viewpoint but if you go down a little you will see the real beauty surrounded by tea plantation,",527,0.0683111954459203,29,1.7386496439141066,0.11876923563739628,0.09525292698119182
St Clair's Falls,Mountain,12,0,7,19,positive,0.778,Claire falls was stunning amid the green hills.,527,0.036053130929791274,24,1.927891643552635,0.06950652984345364,0.05407608021820693
St Clair's Falls,Scenic view,98,0,33,131,positive,0.785,Subsequent to the upper Kothmale project the nice scenery from the main road to Nuwaraeliya is no more.,527,0.24857685009487665,128,0.25391520998096345,0.06311744308824709,0.049547192824273965
St Lucia's Cathedral,Church,19,2,17,38,positive,0.785,"Stayed around 40 min's and so glad I visited this beautiful Cathedral, worth visiting for all ages.",72,0.5277777777777778,9,2.908720896564361,1.535158250964524,1.2050992270071514
St Lucia's Cathedral,Parking,4,0,2,6,positive,0.8,Situated in Kotahena and Easily accessible with ample parking.,72,0.08333333333333333,54,1.1169614273363062,0.09308011894469218,0.07446409515575374
St Lucia's Cathedral,Sculptures,4,0,2,6,positive,0.8,Very peaceful inside with a lot of statues of different saints.,72,0.08333333333333333,55,1.0986122886681098,0.0915510240556758,0.07324081924454065
St Lucia's Cathedral,Service quality,4,1,1,6,positive,0.817,Church Service is considered High Mass but the local choir is not good as the service.,72,0.08333333333333333,88,0.6286086594223741,0.0523840549518645,0.0427977728956733
St Lucia's Cathedral,Peacefulness,10,0,0,10,positive,0.808,"Arrived around 4pm at the Cathedral and very quite with only a handful of local people, the atmosphere was quiet and relaxed, my Tuk Tuk driver was happy to take some pics of me looking around.",72,0.1388888888888889,129,0.24613306953890854,0.03418514854707063,0.02762160002603307
St. Mary's Church,Church,155,3,76,234,positive,0.796,A large church which has beautiful religious statues.The ceiling of this church has fresco's and is one of the largest churches in Negombo.,480,0.4875,9,2.908720896564361,1.418001437075126,1.1287291439118003
St. Mary's Church,Paintings,45,0,14,59,positive,0.801,"One of the intarasting Church arround in Negombo,Here you will see very good ceiling painted by a local artist.",480,0.12291666666666666,29,1.7386496439141066,0.21370901873110892,0.17118092400361826
St. Mary's Church,Sculptures,19,0,6,25,positive,0.808,A large church which has beautiful religious statues.The ceiling of this church has fresco's and is one of the largest churches in Negombo.,480,0.052083333333333336,55,1.0986122886681098,0.05721939003479739,0.04623326714811629
St. Mary's Church,Murals,7,0,2,9,positive,0.818,A large church which has beautiful religious statues.The ceiling of this church has fresco's and is one of the largest churches in Negombo.,480,0.01875,11,2.70805020110221,0.05077594127066644,0.04153471995940514
St. Mary's Church,Market,5,0,2,7,positive,0.789,"A very pleasant little church down by the fishing docks & fish market, well worth a quiet 10mins away from the hustle & bustle that is outside the lovely grounds.",480,0.014583333333333334,16,2.3333567516607996,0.034028119295053325,0.026848186123797073
Statue of Parakramabahu I,Sculptures,40,2,34,76,positive,0.786,"Actually this not the statue of king Parakramabahu, It is the statue of a powerful sage Pulastya rishi (son of Brahma), one of the beautiful statue you should see.",103,0.7378640776699029,55,1.0986122886681098,0.810626543094916,0.637152462872604
Statue of Parakramabahu I,Ancient ruins,7,1,6,14,positive,0.783,"Glad to have seen this statue and the ruins nearby, but wouldn't recommend going out of your way to see it.",103,0.13592233009708737,23,1.9704512579714308,0.2678283263262139,0.20970957951342548
Statue of Parakramabahu I,Buddha statue,4,0,4,8,positive,0.795,These are interesting carvings of Buddha in various poses.,103,0.07766990291262135,47,1.255797872190522,0.09753769881091433,0.07754247055467689
Statue of Parakramabahu I,Museum,2,1,2,5,positive,0.784,"It's amongst lots of ancient sites in this magnificent ancient city and thanks UNESCO for keeping them safe.Get a guide to explain the history or visit the museum first, adding to the enjoyment.",103,0.04854368932038835,36,1.5224265354444706,0.07390420074973159,0.057940893387789565
Temple of the Sacred Tooth Relic,Temple,230,26,181,437,positive,0.788,arranging all our Tour in Sri Lanka!We are really thankful for them because we will miss these wonderful if we are aloneVisited this temple and our guide was awesome explaining the history and all the things The main thing was the Cultural Dance!we really enjoyed it and the dance with the fire walking made us wow,1611,0.271260086902545,76,0.7752121336142496,0.21028411073210865,0.1657038792569016
Temple of the Sacred Tooth Relic,Buddha statue,48,4,92,144,neutral,0.773,"Very quiet and clam place,you will get mental relief inside the temple,must visit.Tooth of Lord Buddha was kept in the gold casket.We were lucky to see the gold casket,because we have reached in time and visited Srilanka in off season we didn't get any rush.",1611,0.0893854748603352,47,1.255797872190522,0.11225008913434835,0.08676931890085128
Temple of the Sacred Tooth Relic,Museum,49,5,36,90,positive,0.783,There is plenty to see including the museum sections which are worth the time.,1611,0.055865921787709494,36,1.5224265354444706,0.08505176175667432,0.066595529455476
Temple of the Sacred Tooth Relic,Local guide,56,13,48,117,positive,0.768,Tour in Sri Lanka!We are really thankful for them because we will miss these wonderful if we are aloneVisited this temple and our guide was awesome explaining the history and all the things The main thing was the Cultural Dance!we really enjoyed it and the dance with the fire walking made us wow,1611,0.07262569832402235,66,0.9162907318741551,0.06654625427019004,0.05110752327950595
Temple of the Sacred Tooth Relic,Elephants,14,3,27,44,neutral,0.772,"If you want the atmosphere of a puja, drum beating will announce its start and continue throughout, the actual ceremony performed by the monks behind the closed temple doors with massive elephant tusks in front of it.",1611,0.027312228429546864,33,1.6094379124341003,0.04395733590757319,0.033935063320646504
Trincomalee Beach,Beach,46,6,7,59,positive,0.818,The beach is especially clean in the Nilaveli area and Marble Beach area.,196,0.3010204081632653,64,0.9470623905409088,0.2850851073567021,0.2331996178177823
Trincomalee Beach,Sandy beach,6,0,5,11,positive,0.773,Beaches in this area are the best in the world with soft-sand and different beaches very clean and shallow.,196,0.05612244897959184,15,2.3978952727983707,0.134575755106031,0.10402705869696197
Trincomalee Beach,Cleanliness,20,10,2,32,positive,0.865,The beach is especially clean in the Nilaveli area and Marble Beach area.,196,0.16326530612244897,117,0.34377153910282454,0.056125965567808085,0.04854896021615399
Trincomalee Beach,Hindu shrine,3,1,3,7,positive,0.791,nice beach and corneshwaram hindu temple,196,0.03571428571428571,39,1.4423838277709342,0.05151370813467622,0.04074734313452889
Trincomalee Beach,Accommodation,5,0,11,16,neutral,0.764,Would recommend this beach resort but best to book accommodation before you arrive as there is a shortage of hotels/ guest houses in the high season,196,0.08163265306122448,90,0.6061358035703155,0.049480473760842074,0.03780308195328334
Trincomalee War Cemetery,Cleanliness,77,0,0,77,positive,0.885,well maintained like British standards not sls,209,0.3684210526315789,117,0.34377153910282454,0.1266526723010406,0.11208761498642093
Trincomalee War Cemetery,Peacefulness,61,0,0,61,positive,0.818,"Peaceful, respectful place.",209,0.291866028708134,129,0.24613306953890854,0.07183788154006422,0.05876338709977253
Trincomalee War Cemetery,Service quality,16,0,4,20,positive,0.792,The guardian is extremely helpful and treats the place as though it was his own.,209,0.09569377990430622,88,0.6286086594223741,0.06015393870070566,0.047641919450958886
Trincomalee War Cemetery,Family friendliness,7,2,11,20,neutral,0.765,"And fully worth a visit it is, especially if you are a war historian or someone who's family or country has been touched by the second world war.",209,0.09569377990430622,89,0.6173091041684409,0.05907264154721922,0.04519057078362271
Trincomalee War Cemetery,Accommodation,5,0,8,13,neutral,0.766,"Right on the main road heading north out of Trincomalee, easy walking distance from the main cluster of tourist resorts.",209,0.06220095693779904,90,0.6061358035703155,0.03770222701633541,0.028879905894512923
Turtle Conservation Project Turtle Watch,Turtles,158,58,142,358,positive,0.789,"A pleasant night waiting under the stars while the locals patrolled the beach, then when a turtle appeared we were able to go and watch while it laid about 100 eggs!",1230,0.2910569105691057,16,2.3333567516607996,0.6791396073939563,0.5358411502338315
Turtle Conservation Project Turtle Watch,Beach,74,20,123,217,neutral,0.775,"A pleasant night waiting under the stars while the locals patrolled the beach, then when a turtle appeared we were able to go and watch while it laid about 100 eggs!",1230,0.17642276422764228,64,0.9470623905409088,0.16708336483526603,0.12948960774733118
Turtle Conservation Project Turtle Watch,Local guide,51,25,82,158,neutral,0.754,It's a shame that the gentleman guiding us had very poor english and his research talk was somewhat lost in translation,1230,0.12845528455284552,66,0.9162907318741551,0.11770238669602967,0.08874759956880637
Turtle Conservation Project Turtle Watch,Wildlife,39,19,43,101,neutral,0.786,"old Englishman, Richard, who started the project years ago, had ""gone"" a few months ago, the thing had totally degenerated into a wildlife disaster and money grabbing rip off.Sad.",1230,0.08211382113821138,54,1.1169614273363062,0.09171797086257473,0.07209032509798374
Turtle Conservation Project Turtle Watch,Waves,8,6,9,23,neutral,0.757,"An incredible animal who after 2 hours of preparing her nest, laying and covering the eggs returned to the surf.",1230,0.01869918699186992,20,2.1102132003465894,0.03945927122599314,0.029870668318076804
Twin Baths (Kuttam Pokuna),Sculptures,12,1,9,22,positive,0.792,It is made out of Granite with intricate carvings which will tells us how good was the technical know how of Sri Lankan craftmen.,204,0.10784313725490197,55,1.0986122886681098,0.11847779583675694,0.0938344143027115
Twin Baths (Kuttam Pokuna),Ancient ruins,9,0,2,11,positive,0.8,"The ruins at Polonuwara and Sigiriya are more impressive.The baths themselves are worth about 5-10 minutes of your time, hardly worth the amount of time taken just to get there, especially if you are using a bicycle or public transport.",204,0.05392156862745098,23,1.9704512579714308,0.10624982273375363,0.08499985818700291
Twin Baths (Kuttam Pokuna),Turtles,2,1,6,9,neutral,0.764,We also enjoyed spotting fist and turtles - this might be a good spot for kids.,204,0.04411764705882353,16,2.3333567516607996,0.1029422096320941,0.0786478481589199
Twin Baths (Kuttam Pokuna),Stairs,6,1,9,16,neutral,0.774,I recommended climbing down the stairs and sitting right near the surface of the water.,204,0.0784313725490196,47,1.255797872190522,0.09849395076004094,0.07623431788827169
Twin Baths (Kuttam Pokuna),Souvenir stalls,3,2,11,16,neutral,0.759,The curio vendors near it are too pushy.,204,0.0784313725490196,49,1.214125175789954,0.0952255039835258,0.07227615752349609
