place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence
Twin Baths (Kuttam Pokuna),Lake,1,0,7,8,neutral,0.677,"that time so bathing purpose of the monk has been built this 2 ponds according to the kings order believe water pump near by giant tank thisa vewa using under ground pottery conduit pipe system.full pots carvings,and decorated entrance is enhancing its beauty."
Twin Baths (Kuttam Pokuna),Local guide,5,1,13,19,neutral,0.733,"These two bathing ponds were filled by guiding water into a pool, the sediment would have sunk alowing the clean water to overflow and into a pipe."
Twin Baths (Kuttam Pokuna),Market,1,0,2,3,neutral,0.76,It's worth remembering all of these historical sites only reopened in 2009 after the civil war and this is a site that will be interesting to see what happens as the tourism market grows.
Twin Baths (Kuttam Pokuna),Museum,0,1,0,1,negative,0.8,We found ours by the main Tourist Ticket Office next to the Archeology Museum ( Museum is closed every Tuesday!).
Twin Baths (Kuttam Pokuna),Paintings,0,0,1,1,neutral,0.74,Our guide proved very useful in painting a broad history of the site.
Twin Baths (Kuttam Pokuna),Parking,0,0,1,1,neutral,0.78,These twin baths are a short walk from the car park.
Twin Baths (Kuttam Pokuna),Peacefulness,19,0,0,19,positive,0.821,Very tranquil setting.
Twin Baths (Kuttam Pokuna),Public transport access,1,1,1,3,positive,0.833,"The ruins at Polonuwara and Sigiriya are more impressive.The baths themselves are worth about 5-10 minutes of your time, hardly worth the amount of time taken just to get there, especially if you are using a bicycle or public transport."
Twin Baths (Kuttam Pokuna),River,0,0,2,2,neutral,0.74,"Though I’ve never been to India or witnessed the spirituality of pilgrims at the Ganges, I can only assume seeing these people at Kuttam Pokuna was as powerful as witnessing those at the banks of that storied river."
Twin Baths (Kuttam Pokuna),Road access,3,1,2,6,positive,0.703,"There are filthy (and closed at the time of my visit) bathroom facilities, a small shack selling a drink across the road, and lots of cows wandering about."
Twin Baths (Kuttam Pokuna),Rock formation,3,0,3,6,positive,0.717,Just to think how craftsman carved these huge slabs of rock to construct these pools is amazing.
Twin Baths (Kuttam Pokuna),Safety,2,0,0,2,positive,0.86,Other noteworthy features are the beautiful carvings around the ponds and the snake shaped guard stones.
Twin Baths (Kuttam Pokuna),Scenic view,5,0,5,10,positive,0.745,Also you can go to the far corner and view the filter system that was used to pour clean water into the pool...
Twin Baths (Kuttam Pokuna),Sculptures,12,1,9,22,positive,0.792,It is made out of Granite with intricate carvings which will tells us how good was the technical know how of Sri Lankan craftmen.
Twin Baths (Kuttam Pokuna),Service quality,0,0,2,2,neutral,0.74,It is essential to hire a driver service while visiting Anuradhapura site since the attractions are located pretty far from one another.
Twin Baths (Kuttam Pokuna),Shops,3,0,3,6,positive,0.738,system and five headed Naga ( Cobra) reflect the engineering and artistic skills of the artisans from yesteryears.There are a line of shops on one side of the banks offering a variety of souvenirs at competitive prices.Don't miss to sip fresh coconut water to beat the heat.
Twin Baths (Kuttam Pokuna),Signage,1,0,1,2,positive,0.69,Sign posts are lacking and it is easy to miss certain sites within the area.
Twin Baths (Kuttam Pokuna),Souvenir stalls,3,2,11,16,neutral,0.759,The curio vendors near it are too pushy.
Twin Baths (Kuttam Pokuna),Stairs,6,1,9,16,neutral,0.774,I recommended climbing down the stairs and sitting right near the surface of the water.
Twin Baths (Kuttam Pokuna),Strong current,0,0,2,2,neutral,0.74,The system of that time still works like our current well.
Twin Baths (Kuttam Pokuna),Stupa,1,0,7,8,neutral,0.748,This place made a change from visiting all of the stupas in Anuradhapura and was interesting to see.
Twin Baths (Kuttam Pokuna),Temple,6,2,8,16,neutral,0.778,"If you are visiting the Abhayagiri Vihara monastery complex, it is worth stopping to look at these ponds."
Twin Baths (Kuttam Pokuna),Ticket price,4,3,8,15,neutral,0.771,Anaradhapura is let down by lack of sign posts and seeming lack of reinvestment of the tourist dollar.
Twin Baths (Kuttam Pokuna),Toilets,0,1,2,3,neutral,0.76,"There are filthy (and closed at the time of my visit) bathroom facilities, a small shack selling a drink across the road, and lots of cows wandering about."
Twin Baths (Kuttam Pokuna),Trail,1,0,1,2,positive,0.69,.then from the ancient time this all historical sites used as a monasteries .then lot of buddhist monk practiced buddhas reality path from here according to the evidence 5000 monk has lived here at that time so bathing purpose of the monk has been built this 2 ponds according to the kings order believe water pump near
Twin Baths (Kuttam Pokuna),Turtles,2,1,6,9,neutral,0.764,We also enjoyed spotting fist and turtles - this might be a good spot for kids.
Twin Baths (Kuttam Pokuna),Value for money,4,2,0,6,positive,0.833,"temples, edifices and dwellings that made the mega cities.The building of tanks was so meticulously scientific, in that there was free flowing water supply over thousands of hectares for bathing and even for washing feet before entering a temple with craftily designed very shallow canals which you had to cross before entry"
Twin Baths (Kuttam Pokuna),Water depth,2,0,3,5,neutral,0.716,"water supply over thousands of hectares for bathing and even for washing feet before entering a temple with craftily designed very shallow canals which you had to cross before entry to the place of worship.Twin Baths are large Swimming pools with terraces, with constantly regulated water inflows and outflows."
Twin Baths (Kuttam Pokuna),Waterfall,0,0,1,1,neutral,0.74,The northern pond is 91 feet (28 meters) long and the other 132 feet (40 meters) .Water to these ponds have been supplied through underground pipelines and the water is sent through several filtering chambers before it falls on the northern pond through a mouth of a dragon.
Twin Baths (Kuttam Pokuna),Weather condition,1,16,0,17,negative,0.758,Very atmospheric even in heavy rain which is when we were there.Stop to look and walk around the pools.
Twin Baths (Kuttam Pokuna),Wildlife,1,0,1,2,positive,0.77,used by Monks before morning rituals and prayers in ancient times.Water enters the larger pond through mouth of Makara( a mythical animal) and flows into smaller pond through an underground pipe.The water filter system and five headed Naga ( Cobra) reflect the engineering and artistic skills of the artisans from yesteryears.
Udawalawe National Park,Accessibility,2,0,1,3,positive,0.833,"Ideal for wildlife photography and nature lovers, Udawalawe National Park is open year-round and easily accessible from popular destinations like Ella and Hambantota."
Udawalawe National Park,Accommodation,40,2,42,84,neutral,0.78,He picked us up early from our accommodation in a van to avoid the bugs in the Jeep on the way to the national park.
Udawalawe National Park,Ancient ruins,2,0,0,2,positive,0.74,"Make sure to get a good driver, otherwise it mat ruin the experience!Reasonable price 4 hours safari tour 12000lkrHis number 0768780764Whatapp"
Udawalawe National Park,Beach,4,0,3,7,positive,0.786,But Lahiru was so skilled at taking photos with your own phone/camera that you could just focus of looking at the wildlife rather than trying to take a good photo.Lahiru arranged pick up from Ella and then we were dropped off at a beach in the south after the tour.
Udawalawe National Park,Birds,133,6,168,307,neutral,0.772,"The main attraction here are the Elephants in the wild, we saw monkeys, lizards, deer and various birds.Don’t come with high expectations this ain’t Africa, but still everyone had a great time and cruising along on Safari jeep was fun for everyone."
Udawalawe National Park,Cafes,1,0,0,1,positive,0.72,stand selling cold drinks and snacks and also a couple of people selling hats etc just outside the entrance.There is a wonderful cafe/shop just across the street to the entrance selling some one of a kind souvenirs.Our party of 9 were spread out between two jeeps and because of the time of year the park was very quiet.
Udawalawe National Park,Cleanliness,8,3,0,11,positive,0.88,the park seems to be well maintained and drivers seem to be following rules and there seems to be a general respect for animals so all in all we had a good time.
Udawalawe National Park,Crowdedness,10,29,3,42,negative,0.845,Would recommend doing it early in the morning as it wasn't crowded (about 12 jeeps or so in total).
Udawalawe National Park,Elephants,204,18,226,448,neutral,0.782,Definitely worth booking in advance and perhaps cost is a bit extra but it’s definitely worth it as he shows you everything that other guides miss and manages to find the best spots for the elephants!
Udawalawe National Park,Entrance fee,2,2,8,12,neutral,0.823,"This is well worth the fee and advisable early start, if just to be that close to these magnificent creatures."
Udawalawe National Park,Family friendliness,26,0,30,56,neutral,0.771,"At the same time, they were surrounded by buffalo complete with storks standing on their backs (I kid you not!!)All in all, an amazing 3 hrs and some of it quite emotional."
Udawalawe National Park,Food quality,13,0,6,19,positive,0.749,"Organized a full package with pick up, a wonderful new hotel (we were the first guests - very friendly people, very clean, delicious food, good price) an awesome safari with many elephants (cups) eagles, crocodiles, Buffalo and many more."
Udawalawe National Park,Forest,8,3,10,21,neutral,0.781,"Elephants hide in the forest at noon sunny time, some times it's too hot."
Udawalawe National Park,Guided tours,19,3,12,34,positive,0.829,And our tour guide Janidth was the best (from Lakpura Solutions).
Udawalawe National Park,Lake,11,0,17,28,neutral,0.701,The best bit for me - sorry all you animal lovers - was a lake we stopped at.
Udawalawe National Park,Leopards,6,1,24,31,neutral,0.757,"and lots of birds (pelicans, toucans, bee-eaters, peacocks, ...) and even the fresh trace of a leopard."
Udawalawe National Park,Local guide,252,6,76,334,positive,0.797,Really good tour of the safari park with the best guide.
Udawalawe National Park,Mountain,0,0,2,2,neutral,0.7,We were even lucky to get a peak at a jungle cat.Our driver vishwa (vishwasafari )was experienced guide and gave us much trivia on animals and knew exactly what to do when elephants charged (or fake charged) at the jeep.
Udawalawe National Park,Museum,1,0,0,1,positive,0.84,"We went to the baby elephants sanctuary at pinnawala as well which was lovely to see and had a good museum.Overall if you're thinking about booking, do it!"
Udawalawe National Park,Noise level,0,4,0,4,negative,0.8,"Furthermore, with so many vehicles in one area, the exhaust smell is strong and the engines are loud---also not good for the elephants."
Udawalawe National Park,Paintings,0,0,4,4,neutral,0.74,"But when we went to the clearing by the lake there was 10s of elephants, birds, spotted deer, water buffalo, a crocodile in the distance, painted stork, and a mongoose."
Udawalawe National Park,Peacefulness,35,0,0,35,positive,0.811,It was so beautiful and peaceful.
Udawalawe National Park,Public transport access,9,1,8,18,positive,0.711,He even called our taxi driver when we were almost finished the tour without us even asking him.
Udawalawe National Park,Restaurants,2,1,1,4,positive,0.795,"The tour length was also ideal as we only finished when we were ready, so felt we could take things at our own pace without a time limit to restrict usHe went above and beyond to help us after the tour ended too, taking us to a restaurant for lunch after the tour and organised our onward travel for us."
Udawalawe National Park,River,1,0,2,3,neutral,0.773,"He also helped us find accommodation for the tour at Wild River Side, which was very clean and comfortable and the host made lovely food!"
Udawalawe National Park,Road access,10,5,20,35,neutral,0.71,"how beautiful they are against a pure blue sky backdrop!), crocodiles, sri lankan tortoise (even a baby one on the road, while we watched him/her crawling towards side of the road), lizards, macaque, fowls,..."
Udawalawe National Park,Safety,20,1,1,22,positive,0.786,On the contrary: we felt that the elephants got even more curious and came closer to our jeep because they felt safe.
Udawalawe National Park,Sandy beach,1,0,1,2,positive,0.69,otherwise its a big cloud of sand :-)we saw not that many animals but it was quiet ok.
Udawalawe National Park,Scenic view,24,2,19,45,positive,0.783,"The National Park itself has amazing scenery, lagoons, bush & jungle along with lots of wildlife."
Udawalawe National Park,Sea,1,0,2,3,neutral,0.68,following:Blue tailed bee eater Malabar pied hornbillPeahens and peacocksBrown headed barbetMongooseLittle green bee eater White bellied sea eagleChangeable hawk eagleCoppersmith barbetRed vented bulbulGreen pigeonImperial pigeon Sri Lanka green pigeonSirkeer malkohaCrested serpent eagleRose ringed Parakeets Brown shrikeIndian
Udawalawe National Park,Service quality,43,0,4,47,positive,0.808,Our guide was informative and helpful and we saw so many elephants very close up.
Udawalawe National Park,Shops,1,0,0,1,positive,0.72,stand selling cold drinks and snacks and also a couple of people selling hats etc just outside the entrance.There is a wonderful cafe/shop just across the street to the entrance selling some one of a kind souvenirs.Our party of 9 were spread out between two jeeps and because of the time of year the park was very quiet.We were
Udawalawe National Park,Signage,0,0,1,1,neutral,0.74,He is very aware of the smallest signs of animals.
Udawalawe National Park,Souvenir stalls,1,0,0,1,positive,0.8,hats etc just outside the entrance.There is a wonderful cafe/shop just across the street to the entrance selling some one of a kind souvenirs.Our party of 9 were spread out between two jeeps and because of the time of year the park was very quiet.We were fortunate enough to see an array of animals including crocodiles
Udawalawe National Park,Stairs,0,0,1,1,neutral,0.66,His extensive knowledge and deep passion for his work and Udewalawe National Park were evident every step of the way.
Udawalawe National Park,Strong current,0,0,1,1,neutral,0.74,"Also, as a point of reference the current entrance fee for Kruger National Park in South Africa is $27USD."
Udawalawe National Park,Sunrise view,6,0,6,12,positive,0.827,We spent a beautiful sunrise at the park guided by thw best guy in town.
Udawalawe National Park,Sunset view,1,0,1,2,positive,0.81,"I saw a rare 3 month old baby Elephant:)So overall I highly recommend it, it was a nice experience for us:) the 12-hour Safari obviously has a different price than less hours, but it allowed us to see a lot of elephants at sunset and with the rain, which in the dry season in August tempts them to go out more."
Udawalawe National Park,Tea plantation,0,0,1,1,neutral,0.78,The most ingenious was staying in a luxury tent in the middle of a tea plantation in Elle.
Udawalawe National Park,Temple,1,0,0,1,positive,0.84,We also arranged for transport between tangalla and Ella with Lahiru - both drivers were excellent and stopped at temples and sights en route.
Udawalawe National Park,Ticket price,40,3,23,66,positive,0.804,Definitely worth booking in advance and perhaps cost is a bit extra but it’s definitely worth it as he shows you everything that other guides miss and manages to find the best spots for the elephants!
Udawalawe National Park,Toilets,1,0,2,3,neutral,0.773,No clean toilets and muddy roads with many potholes.
Udawalawe National Park,Trail,10,7,13,30,neutral,0.769,"Pay the bit extra for the more expensive jeep which is more substantially equipped than the cheaper model...believe me, you'll be glad of it on the parks trails, which are very very unstable!"
Udawalawe National Park,Turtles,2,0,6,8,neutral,0.76,"There were several species of amazing birds - pelicans, herons, a stork, kingfishers, eagles, hornbills - a turtle, crocodiles, water buffalo, deer, even the notoriously shy jackal made an appearance!"
Udawalawe National Park,Value for money,13,10,0,23,positive,0.833,"directly on his mobile +94 (077) 337 9470Chaminda charged me the standard rate for each half day game drive (currently 5,000 rupees) and freely gave me extra time on the morning drive in order to arrive early and beat the long queues, and then added more free extra time at the end too, as he was trying to find a brown fish owl."
Udawalawe National Park,Water depth,7,0,6,13,positive,0.708,"At the start it was clear all the other jeeps were following him then he loses them as he goes so deep into the park we didn’t see anyone else for hours.What we did see was amazing wildlife - trunks of elephants almost touching our skin, crocodiles sun it themselves on the path in front."
Udawalawe National Park,Waterfall,2,0,0,2,positive,0.84,He also stopped the car to show me a beautiful waterfall near Ella.
Udawalawe National Park,Weather condition,2,19,2,23,negative,0.763,"The afternoons are best for elephants as it’s too hot for birds until late afternoon, when visitors have to exit the park."
Udawalawe National Park,Wildlife,253,15,159,427,positive,0.793,Lahiru was very knowledgeable about the different animals around the park and took some amazing photos on my phone which I would not of been able to capture myself.
Unawatuna Beach,Accommodation,11,3,6,20,positive,0.796,"and the Shifting Sands.We stayed at Calamander Beach Resort and although our rooms were pretty good,"
Unawatuna Beach,Ancient ruins,0,0,2,2,neutral,0.7,But what absolutely ruins this beach is the vibe of the place…Most big areas have a Little India or a China Town… well here lies a Mini Russia.
Unawatuna Beach,Beach,97,15,14,126,positive,0.818,"Wide, white sand beach with clear waters."
Unawatuna Beach,Boat service,2,1,5,8,neutral,0.737,so it's a safe place for the entire family to bathe (even toddlers) Also the area is safe as there are many tourists and locals.There were some boats offering short sea tours for LKR 1500 (10 min) and LKR 2500 (20 min) we paid LKR 200 for parking the car for about 2 hr and LKR to shower after bathing in the sea
Unawatuna Beach,Buddha statue,1,0,0,1,positive,0.84,And it's planted at the end with the lovely buddha statue so iconic views are ruined
Unawatuna Beach,Cafes,9,2,4,15,positive,0.805,so you can really set yourself up here to enjoy the whole day Beach front.Nice relaxed & chilled out cafes and beach restaurants couple of footsteps back from the beach.The whole area filled with back packers and a great mix of very interesting people from all walks of life!!We only came here
Unawatuna Beach,Cleanliness,27,14,0,41,positive,0.87,"Unawatuna beach is beautiful, clean sandy beach, clear water with prefect temperature (in January)."
Unawatuna Beach,Coral reef,1,1,4,6,neutral,0.74,We got some good snaps of the corals.
Unawatuna Beach,Crowdedness,1,23,1,25,negative,0.817,"meals took far too long so the restaurants were not busy,"
Unawatuna Beach,Elephants,1,0,0,1,positive,0.84,"which is down the lane way behind the Pink Elephant (another good restaurant),"
Unawatuna Beach,Family friendliness,10,3,9,22,positive,0.772,We arrived on a Sunday afternoon which was busy with families.
Unawatuna Beach,Food quality,16,3,8,27,positive,0.739,"meals took far too long so the restaurants were not busy,"
Unawatuna Beach,Forest,3,0,2,5,positive,0.784,However we did find lovely powdery white beaches a short tuk tuk ride away at jungle beach and dalawella.Also i was horrified to see a dreadful monolith of a hotel being built at the end of unawatuna beach at least 12 stories high and easily visible from Galle and dalawella.
Unawatuna Beach,Fort,1,1,1,3,positive,0.713,Beautiful beach compared to galle fort.
Unawatuna Beach,Guided tours,0,0,1,1,neutral,0.78,"pimps and thugs are not actually there, but beach boys and amateur tour guides , Stay away from them !"
Unawatuna Beach,Information boards,0,0,1,1,neutral,0.78,"You will mainly find Russian tourists there, even the information boards in the village are partly in Russian."
Unawatuna Beach,Local guide,0,1,1,2,negative,0.745,Not a huge problem but a bit disappointing and had i read my lonely planet guide i would have been prepared.
Unawatuna Beach,Market,1,0,1,2,positive,0.79,"Well it's nice beach,like others in Sri Lanka, we did jet ski here and it was amazing if you want to do some water sport, also the bazaar at back of the beach is also nice, enjoy 3 hours here..."
Unawatuna Beach,Mountain,1,0,2,3,neutral,0.693,"However, like many tourist spots, it can get crowded during peak seasons, so it's worth considering the timing of your visit for a more tranquil experience."
Unawatuna Beach,Noise level,0,6,0,6,negative,0.767,"monstrosity being built at the right hand side; unregulated and therefore extremely dangerous jetski and boat use in the swimming area; noise from beach parties into the early hours, and lack of regular cleaning up of litter and plastic washed up on the shore."
Unawatuna Beach,Parking,2,0,1,3,positive,0.807,so it's a safe place for the entire family to bathe (even toddlers) Also the area is safe as there are many tourists and locals.There were some boats offering short sea tours for LKR 1500 (10 min) and LKR 2500 (20 min) we paid LKR 200 for parking the car for about 2 hr and LKR to shower after bathing in the sea
Unawatuna Beach,Peacefulness,16,1,0,17,positive,0.786,And it is peaceful to just sit and be part of the beach life.
Unawatuna Beach,Public transport access,2,1,7,10,neutral,0.794,However we did find lovely powdery white beaches a short tuk tuk ride away at jungle beach and dalawella.Also i was horrified to see a dreadful monolith of a hotel being built at the end of unawatuna beach at least 12 stories high and easily visible from Galle and dalawella.
Unawatuna Beach,Restaurants,35,1,22,58,positive,0.793,"and good restaurants such as the Happy Spice,"
Unawatuna Beach,River,1,0,1,2,positive,0.79,"The central part of the beach is more interesting, although most of the vacationers are for some reason in the northern part, although there is not far from the river flow."
Unawatuna Beach,Road access,1,1,5,7,neutral,0.664,Lovely wide beach with restaurants and bars along the back and a winding street from the main Matara - Galle road full of interesting shops and snack bars.
Unawatuna Beach,Rock formation,2,0,1,3,positive,0.78,Nice place to swim with less rocks on the beach.
Unawatuna Beach,Rocky beach,1,0,0,1,positive,0.84,Nice place to swim with less rocks on the beach.
Unawatuna Beach,Safety,12,4,0,16,positive,0.8,Warning!
Unawatuna Beach,Sandy beach,19,3,11,33,positive,0.75,"Wide, white sand beach with clear waters."
Unawatuna Beach,Scenic view,7,0,3,10,positive,0.791,It is nice enough with a lovely expansive view.
Unawatuna Beach,Sculptures,1,0,0,1,positive,0.8,And it's planted at the end with the lovely buddha statue so iconic views are ruined
Unawatuna Beach,Sea,24,5,11,40,positive,0.745,A good beach and boating in Indian Ocean
Unawatuna Beach,Service quality,4,0,5,9,neutral,0.776,"There are lots of lounge areas with prices ranging hugely in price, from a very basic 100slr through to 2500slr but this comes with cool water spritzing, extremely comfortable lounge areas and attentive service."
Unawatuna Beach,Shops,5,2,4,11,positive,0.753,"Lengthy, clean beach with lots of restaurants, sun-loungers, water-sport offerings and shops; but space for everyone."
Unawatuna Beach,Signage,0,0,4,4,neutral,0.72,Even signs are in Russian.
Unawatuna Beach,Souvenir stalls,1,0,2,3,neutral,0.76,I found the best price for picking up souvenirs in the shops around Unawatuna beach .
Unawatuna Beach,Stairs,1,0,2,3,neutral,0.68,"It is a nice, sandy beach in which you sink with every step."
Unawatuna Beach,Strong current,0,3,0,3,negative,0.827,Be careful though as there is a strong current in some places.
Unawatuna Beach,Sunset view,5,0,2,7,positive,0.846,The sunset here is amazing.
Unawatuna Beach,Temple,2,0,3,5,neutral,0.772,Unwatuna beach is a nice bay to walk round at one end is a buddest temple .The beach is lined with bars and restaurants and dive centres.Plenty of boats offering sea excursions and there is jet skis.It is an ideal beach for families and the sea is ideal for snorkelling.
Unawatuna Beach,Ticket price,8,2,6,16,positive,0.791,so it's a safe place for the entire family to bathe (even toddlers) Also the area is safe as there are many tourists and locals.There were some boats offering short sea tours for LKR 1500 (10 min) and LKR 2500 (20 min) we paid LKR 200 for parking the car for about 2 hr and LKR to shower after bathing in the sea
Unawatuna Beach,Trail,0,1,0,1,negative,0.8,"The disheartening thing is that the paths to both beaches is strewn with rubbish, piles and piles of it."
Unawatuna Beach,Turtles,3,0,2,5,positive,0.792,"They wear grumpy faces, they grab onto wild giant sea turtles to ride them around.We would not return for this reason.In contrast, the locals all around SriLanka are very friendly, smiling people."
Unawatuna Beach,Value for money,12,3,0,15,positive,0.827,We stayed in 6 different hotels in Sri Lanka and we rated Calamander as the lowest in terms of value for money and service.
Unawatuna Beach,Water clarity,4,1,0,5,positive,0.912,"Unawatuna beach is beautiful, clean sandy beach, clear water with prefect temperature (in January)."
Unawatuna Beach,Water depth,4,0,5,9,neutral,0.722,"+ good beach, mostly clean, no stones.+ lot of restaurants etc.- deep water.- lot of russian tourists."
Unawatuna Beach,Waves,17,4,7,28,positive,0.775,Good to swim with light waves.
Unawatuna Beach,Weather condition,0,4,1,5,negative,0.764,"But the locals said that it was due to much rain the past days, normally much clearer water."
Unawatuna Beach,Whales,0,0,1,1,neutral,0.74,We saw far playing whales through the Indian ocean.
Unawatuna Beach,Wildlife,0,1,0,1,negative,0.8,"Animal abuse, bad behavior and habitat destruction to say the least."
Uppuveli Beach,Accessibility,1,0,0,1,positive,0.88,"Off the beaten track a little but easy access to Tricomalee, this is a long sweeping palm fringed beach."
Uppuveli Beach,Accommodation,10,3,12,25,neutral,0.787,pulling their nets on to the beach in the afternoon.The beach is vast and deep with a lot of space and around the restaurants and resorts they clean the beach every day (you can still find patches in between with some garbage that floated ashore).The beach meet some swell in the middle but are more calm in the north and
Uppuveli Beach,Beach,70,12,13,95,positive,0.815,Beach is clean.
Uppuveli Beach,Birds,1,1,0,2,positive,0.82,"plastic bottle, fuel container, broken glass, cans, dead fish, dead birds,etc."
Uppuveli Beach,Boat service,2,1,7,10,neutral,0.754,"Please be aware of the aggressive stray dogs between Uppuveli beach and Trincomalee beach.Me and my fiancé went for a walk near the fishing boats when 2 dogs started chasing us, barking and growling."
Uppuveli Beach,Cafes,2,0,1,3,positive,0.78,"The beach is stunning, and the area has loads of cafes and restaurants to eat at, as well as plenty of places to stay."
Uppuveli Beach,Cleanliness,18,21,0,39,negative,0.868,Beach is clean.
Uppuveli Beach,Coral reef,0,0,1,1,neutral,0.74,The coral reefs are home to a variety o
Uppuveli Beach,Crowdedness,3,8,2,13,negative,0.837,Most of the famous beaches in trinco are over crowded and you won't feel comfortable if u are visiting with family.But Uppuveli is still offering that privacy and comfort.
Uppuveli Beach,Dolphins,1,0,1,2,positive,0.79,"We stayed at the Amanthare Bay in Uppuvelli in Trincomalee!It was a great stay and we got to enjoy the many incredible and interesting sites during our stay such as Dolphin watching, Hot Springs , Koneswaram Temple and the beautiful view it offers!"
Uppuveli Beach,Family friendliness,1,1,1,3,positive,0.793,Very nice beach and very calm for families with small children.
Uppuveli Beach,Food quality,11,0,3,14,positive,0.739,Good backpacker atmosphere.There are a few not so well priced restaurants but with great food.
Uppuveli Beach,Fort,1,0,1,2,positive,0.71,"I stayed there 4 days it's a good place for peaceful people so quite best place on beach is Fernando's barVery stylish.Moreover can visit koneswarm temple, fort Fredrick and naval museum.Fish market also interesting for sea food lovers."
Uppuveli Beach,Hindu shrine,0,0,1,1,neutral,0.74,"It has deserted areas, Hindu temples, fishing areas."
Uppuveli Beach,Lagoon,1,0,1,2,positive,0.79,"Walk to the lagoon at the north end and wade accross the river to visit the temple, the trees here are full of beautiful birds, different varieties of Kingfisher, and sea eagles soar here too."
Uppuveli Beach,Local guide,1,0,0,1,positive,0.84,We were excited to come to Uppuveli which is recommended by several tourist guides (such as Lonely Planet) as beautiful beach with less crowds.
Uppuveli Beach,Market,1,1,0,2,positive,0.82,The high water mark is covered in plastic bottles and debris from the sea and only cleaned up in front of a couple of up-market hotels.
Uppuveli Beach,Mountain,1,0,1,2,positive,0.69,The sea is calm as ever in the months of April to October as it is the peak of the season.
Uppuveli Beach,Museum,1,0,0,1,positive,0.84,"I stayed there 4 days it's a good place for peaceful people so quite best place on beach is Fernando's barVery stylish.Moreover can visit koneswarm temple, fort Fredrick and naval museum.Fish market also interesting for sea food lovers."
Uppuveli Beach,Noise level,0,2,0,2,negative,0.72,"other places in Sri Lanka, it smells sometimes the benzine, and some restaurants/places such as Fernando's bar are transformed to loud and noisy disco bar as from 7PM, with a boring beat sound and flashing multicolour lights polluting the whole beach and any stars watching moment you would like to be romantic.So this is"
Uppuveli Beach,Peacefulness,18,0,0,18,positive,0.784,Quiet.
Uppuveli Beach,Public transport access,2,0,2,4,positive,0.83,Took a tuk tuk here from Trinco as heard great things about the beach and beach area.
Uppuveli Beach,Restaurants,18,3,9,30,positive,0.806,"Such as other places in Sri Lanka, it smells sometimes the benzine, and some restaurants/places such as Fernando's bar are transformed to loud and noisy disco bar as from 7PM, with a boring beat sound and flashing multicolour lights polluting the whole beach and any"
Uppuveli Beach,River,1,2,1,4,negative,0.795,"There is a polluted river washing in from its northern end and nearly all ""storm water"" from the city runs directly into the beach at regular intervals."
Uppuveli Beach,Road access,0,1,2,3,neutral,0.673,"Piles of rubbish littered the roads, laneways and beaches."
Uppuveli Beach,Safety,5,5,0,10,positive,0.82,The beach is gently sloping so you can walk out into the sea a long way before it gets deep and i detected no strong currents so it appears about as safe as you can get .
Uppuveli Beach,Sandy beach,12,3,8,23,positive,0.769,A lovely beach made of soft white sand.
Uppuveli Beach,Scenic view,5,1,1,7,positive,0.807,the JKAB resort and a few moe are located here and excellent view
Uppuveli Beach,Sculptures,0,0,1,1,neutral,0.74,We visited Uppuveli in the low season and still couldn´t quite figure out why people don´t visit this place in this time of the year.
Uppuveli Beach,Sea,13,9,5,27,positive,0.736,Came here in August and the sea was clear and calm enough for swimming (but be prepared to do a bit of wave jumping!) Currently this place is very under developed.
Uppuveli Beach,Service quality,3,0,0,3,positive,0.813,"Beachfront views, soul touching music and most friendly staff."
Uppuveli Beach,Stairs,0,1,0,1,negative,0.72,"At one point, it was so bad that we had to put our shoes because we felt so unsafe of what we could step on."
Uppuveli Beach,Strong current,2,3,2,7,negative,0.749,The beach is gently sloping so you can walk out into the sea a long way before it gets deep and i detected no strong currents so it appears about as safe as you can get .
Uppuveli Beach,Sunrise view,1,0,0,1,positive,0.84,Would recommend catching the sunrise and enjoying the ocean when it is very calm early in the morning.
Uppuveli Beach,Sunset view,0,0,1,1,neutral,0.78,"Sunsets, sand and swim in relative peace."
Uppuveli Beach,Temple,5,0,1,6,positive,0.817,"At nights, fresh fish is cooked on grills.We had a lovely three day break from seeing temple after temple.I expect that in a couple of years, it won't be as authentic as it is now, so enjoy it while it lasts!Fishermen can be seen bringing their nets in full of fish."
Uppuveli Beach,Ticket price,7,1,0,8,positive,0.845,Nice beach in east cost for relaxing.
Uppuveli Beach,Trail,1,0,0,1,positive,0.8,"Off the beaten track a little but easy access to Tricomalee, this is a long sweeping palm fringed beach."
Uppuveli Beach,Value for money,0,4,0,4,negative,0.88,A Paradise for swimming - snorkeling - diving - or simply chilling on the beach BYOB - there are many guesthouse ranging from budget to ultra-expensive - very few places to eat outside the resorts where food is overpriced - it is only 6 km - 200 ruppees Tuk-Tuk ride - We prefer Trinco Town - Still Great easy day trip
Uppuveli Beach,Water clarity,2,1,0,3,positive,0.92,Clear water and rest is what you will find
Uppuveli Beach,Water depth,3,0,0,3,positive,0.747,tourist strolling around and blending in with local fishermen pulling their nets on to the beach in the afternoon.The beach is vast and deep with a lot of space and around the restaurants and resorts they clean the beach every day (you can still find patches in between with some garbage that floated ashore).The beach meet some
Uppuveli Beach,Waves,5,1,4,10,positive,0.784,Came here in August and the sea was clear and calm enough for swimming (but be prepared to do a bit of wave jumping!) Currently this place is very under developed.
